Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
202,Hassani Gravett,PG,25,ORL,8,171,10.1,0.629,0.684,0.105,0.6,12.4,6.5,17,1.4,0.5,18.5,12.3,,0.1,0.1,0.3,0.071,,-2.4,0.1,-2.3,0
203,Danny Green,SF,34,PHI,60,1305,9.3,0.561,0.844,0.042,2.6,10,6.4,6.3,2.1,2.5,11.8,12.2,,0.3,1.5,1.8,0.065,,-1.4,0.7,-0.6,0.4
204,Draymond Green,PF,31,GSW,44,1272,14.2,0.575,0.212,0.363,4,22.9,13.7,32.4,2.3,3.7,31.9,14.3,,0.7,2.7,3.4,0.128,,-1.5,4.6,3.1,1.6
205,Jalen Green,SG,19,HOU,65,2062,12.4,0.546,0.484,0.241,1.7,10,5.8,13.1,1,0.8,11.4,23.5,,0.4,0.2,0.7,0.015,,-0.5,-2.3,-2.8,-0.5
206,JaMychal Green,PF,31,DEN,66,1063,13.8,0.585,0.384,0.284,8.6,19.6,14.3,7.4,1.8,2.1,13.5,17.2,,1.2,1.4,2.6,0.115,,-2.1,0.1,-2,0
207,Javonte Green,SF,28,CHI,63,1464,14.2,0.642,0.313,0.307,6.9,13.4,10.2,5.3,2.1,1.9,7.8,11.6,,2.9,1.5,4.4,0.143,,-0.5,0.7,0.2,0.8
208,Jeff Green,C,35,DEN,74,1825,12.3,0.622,0.321,0.376,2.6,11.1,7,7.2,0.8,1.3,10.3,16.3,,2.5,1.3,3.8,0.1,,-1.3,-1.2,-2.5,-0.2
209,Josh Green,SG,21,DAL,65,1006,12,0.578,0.296,0.172,5.5,11.5,8.5,10.9,2.2,1.3,13.5,13.9,,0.9,1.4,2.3,0.11,,-2.4,1.4,-1,0.2
210,Blake Griffin,PF,32,BRK,56,958,13.8,0.518,0.463,0.243,7,18.6,12.9,15,1.4,1.3,8.2,16.9,,1.2,0.9,2.1,0.106,,-0.6,0,-0.6,0.3
211,Quentin Grimes,SG,21,NYK,46,786,10.8,0.565,0.804,0.081,3.2,9.7,6.4,8.5,2,1.4,10.3,15.1,,0.6,0.8,1.4,0.085,,-1.2,0.8,-0.4,0.3
212,Kyle Guy,SG,24,MIA,19,186,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,,-0.1,0.2,0.1,0.036,,-3,-0.3,-3.3,-0.1
213,Rui Hachimura,PF,23,WAS,40,883,14.4,0.578,0.328,0.172,2.9,16,9.6,7.9,1.2,0.8,8.1,20.5,,0.7,0.6,1.3,0.07,,-0.1,-1.7,-1.7,0.1
214,Tyrese Haliburton,SG-PG,21,TOT,75,2619,18.2,0.593,0.433,0.207,2.4,10.5,6.4,34,2.4,1.6,16.6,19,,5.1,1.8,6.9,0.126,,2.7,0,2.7,3.1
214,Tyrese Haliburton,SG,21,SAC,51,1757,17,0.575,0.43,0.177,2.4,10.1,6.2,31.4,2.4,1.7,15.4,18.2,,2.8,1.2,4,0.109,,2.2,0.4,2.5,2
214,Tyrese Haliburton,PG,21,IND,24,862,20.6,0.626,0.438,0.264,2.5,11.4,6.9,39.2,2.6,1.4,18.7,20.4,,2.3,0.6,2.9,0.16,,3.8,-0.8,3,1.1
215,Tyler Hall,SG,24,NYK,1,2,0,,,,0,0,0,0,0,0,,0,,0,0,0,0.005,,-8.1,-0.5,-8.6,0
216,R.J. Hampton,SG,20,ORL,63,1369,8.2,0.476,0.399,0.263,1.6,12.9,7.3,16.7,1.5,0.9,14.9,18.3,,-1.4,1.1,-0.3,-0.011,,-4.2,-0.1,-4.2,-0.8
217,Tim Hardaway Jr.,SG,29,DAL,42,1245,12.8,0.52,0.574,0.194,1.2,12.8,7,11.5,1.5,0.4,5.6,22.1,,0.5,1.4,2,0.075,,-0.4,0.1,-0.3,0.6
218,James Harden,PG-SG,32,TOT,64,2381,20.9,0.583,0.45,0.543,2.6,19.9,11.4,40.2,1.7,1.4,18.7,27.2,,4.8,2.7,7.5,0.152,,3.8,0.4,4.1,3.7
218,James Harden,PG,32,BRK,44,1627,20.5,0.576,0.435,0.496,2.9,20.2,11.7,39.9,1.7,1.7,19.8,28.3,,2.6,1.8,4.4,0.13,,3.7,0.4,4.1,2.5
218,James Harden,SG,32,PHI,20,754,21.9,0.601,0.489,0.667,2,19.2,10.7,40.9,1.7,0.6,16.1,24.8,,2.3,0.9,3.1,0.2,,3.9,0.3,4.2,1.2
219,Maurice Harkless,SF,28,SAC,47,863,7.7,0.561,0.558,0.155,1.5,12.8,7.1,3.6,1.6,2.4,13.8,11.2,,-0.1,0.6,0.5,0.026,,-3.7,0.4,-3.3,-0.3
220,Jared Harper,PG,24,NOP,3,16,28.7,0.609,0.455,0.273,6.8,0,3.5,36,0,6,7.5,35.8,,0.1,0,0.1,0.253,,9.7,-1.4,8.3,0
221,Montrezl Harrell,C,28,TOT,69,1597,23.3,0.678,0.031,0.547,10,18.9,14.5,13.9,0.9,2.3,9.2,20.3,,6,1.2,7.2,0.216,,3.8,0.2,4,2.4
221,Montrezl Harrell,C,28,WAS,46,1117,23.9,0.684,0.039,0.535,9.7,20.8,15.3,13.9,0.8,2.3,9.6,20.8,,4.2,0.9,5.1,0.219,,4.3,0.5,4.8,1.9
221,Montrezl Harrell,C,28,CHO,23,480,22,0.664,0.013,0.576,10.6,14.6,12.5,14,1,2.2,8.3,19.1,,1.8,0.3,2.1,0.209,,2.8,-0.7,2.1,0.5
222,Gary Harris,SG,27,ORL,61,1730,10.9,0.571,0.546,0.172,2.2,5.3,3.7,9.6,1.6,0.5,9.3,16.4,,1.1,1,2.1,0.059,,-2,-0.4,-2.4,-0.2
223,Joe Harris,SF,30,BRK,14,423,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,,0.3,0.2,0.5,0.06,,-0.9,-0.5,-1.4,0.1
224,Tobias Harris,PF,29,PHI,71,2487,16.1,0.567,0.272,0.201,3.4,18.2,10.9,16,0.9,1.5,9.4,21.7,,3,2.5,5.5,0.107,,0.7,-0.6,0.1,1.3
225,Shaquille Harrison,SG,28,BRK,2,23,4.6,0.333,0.333,0,4.8,13.9,9.4,16.7,2.1,3.9,25,15,,-0.1,0,0,-0.067,,-9,0.7,-8.3,0
226,Josh Hart,SG-SF,26,TOT,54,1791,16.2,0.61,0.374,0.371,3.7,20.5,12,18.9,1.7,0.7,14.7,18.7,,2.9,1.6,4.5,0.12,,0.5,0.5,1,1.4
226,Josh Hart,SG,26,NOP,41,1374,15.2,0.604,0.337,0.399,4.2,21.7,12.8,17.7,1.6,0.8,15.1,16.7,,2.1,1.4,3.5,0.122,,-0.2,0.9,0.7,1
226,Josh Hart,SF,26,POR,13,417,19.4,0.622,0.454,0.311,2.3,16.6,9.2,23,1.9,0.5,13.7,25,,0.8,0.2,1,0.114,,2.9,-1,1.9,0.4
227,Isaiah Hartenstein,C,23,LAC,66,1168,21.8,0.658,0.073,0.358,10.4,18.4,14.5,20.3,2.1,5.5,16.6,18.6,,3,2,5,0.207,,1.1,3.1,4.2,1.8
228,Udonis Haslem,C,41,MIA,12,63,12.8,0.549,0.115,0.115,7.3,26.5,17.1,7.8,0.8,1.7,12.8,22.1,,0,0.1,0.1,0.081,,-3.8,0.1,-3.8,0
229,Sam Hauser,SF,24,BOS,25,148,14.6,0.652,0.891,0,3.7,15.7,9.9,8.8,0.3,1.2,4.2,14.3,,0.3,0.2,0.5,0.17,,2.5,-0.4,2.2,0.2
230,Jaxson Hayes,C,21,NOP,68,1356,18.8,0.692,0.134,0.476,9,16.2,12.6,4.7,1.2,3.8,10.3,16.3,,3.8,1.4,5.2,0.182,,0.7,-0.2,0.5,0.9
231,Killian Hayes,PG,20,DET,64,1609,9.4,0.462,0.359,0.163,2.3,12,6.9,24.7,2.3,1.9,19,15.6,,-1,1.5,0.5,0.015,,-4.3,0.9,-3.4,-0.6
232,Gordon Hayward,SF,31,CHO,49,1564,15.1,0.57,0.357,0.241,2.5,12.8,7.6,16.2,1.4,1.3,10.6,20.7,,1.9,1,2.8,0.087,,0.1,-0.8,-0.8,0.5
233,Aaron Henry,SF,22,PHI,6,17,-7.4,0.2,0.2,0,0,6.4,3.3,0,0,10.6,28.6,18.5,,-0.1,0,-0.1,-0.307,,-14,-2.5,-16.5,-0.1
234,Juancho Hernangómez,PF,26,TOT,38,401,10,0.509,0.689,0.333,6.4,17.7,12.2,5.9,1.5,2.2,12.7,12.9,,0.1,0.5,0.6,0.073,,-1.7,0,-1.7,0
234,Juancho Hernangómez,PF,26,BOS,18,96,3.8,0.307,0.667,0.333,10.4,17.7,14.1,4,2.1,1.9,16.2,17,,-0.3,0.2,-0.1,-0.051,,-6.9,-1.5,-8.3,-0.2
234,Juancho Hernangómez,PF,26,SAS,5,51,9,0.451,0.5,0.667,8.1,22.8,15.4,6.8,0.9,1.6,20.5,8.1,,0,0.1,0.1,0.056,,-2.4,-0.1,-2.5,0
234,Juancho Hernangómez,PF,26,UTA,15,254,12.6,0.613,0.719,0.298,4.5,16.7,10.8,6.4,1.4,2.4,9.8,12.3,,0.4,0.3,0.7,0.124,,0.5,0.5,1,0.2
235,Willy Hernangómez,C,27,NOP,48,786,22.8,0.592,0.036,0.433,18.6,26.4,22.4,11.6,1.3,2.3,11.9,22.5,,2.2,0.9,3.1,0.189,,1.9,-1.4,0.6,0.5
236,Tyler Herro,SG,22,MIA,65,2118,16.2,0.561,0.394,0.195,1.7,15.4,8.7,20.6,1,0.4,12.6,29,,1.3,2.4,3.7,0.084,,1.6,-1,0.6,1.4
237,Buddy Hield,SG,29,TOT,79,2435,13,0.549,0.653,0.115,2.9,12.9,7.8,13.8,1.4,0.9,11.7,22.4,,0.9,1.1,2,0.038,,0.6,-1.7,-1.1,0.5
237,Buddy Hield,SG,29,SAC,55,1574,11.9,0.54,0.714,0.133,2.9,12.5,7.6,9.9,1.5,0.8,10.9,22.5,,0,0.7,0.8,0.023,,0.2,-1.5,-1.3,0.3
237,Buddy Hield,SG,29,IND,24,861,14.8,0.568,0.54,0.083,2.8,13.8,8.2,20.7,1.3,1,13,22.2,,0.9,0.3,1.2,0.066,,1.3,-2.1,-0.7,0.3
238,Haywood Highsmith,SF,25,MIA,18,123,6,0.439,0.69,0.138,6.6,12.7,9.7,4.4,0.8,1.7,6.1,11.9,,0,0.1,0.1,0.05,,-3.5,-0.2,-3.6,0
239,George Hill,SG,35,MIL,53,1237,10.2,0.549,0.483,0.219,3.3,9.8,6.6,12.4,1.6,0.5,11.9,11.6,,1.3,1,2.2,0.086,,-2.2,0.6,-1.6,0.1
240,Malcolm Hill,SF-SG,26,TOT,18,200,12.8,0.623,0.7,0.28,6.2,11.7,8.9,3.3,1.5,1.3,3.4,12.8,,0.4,0.1,0.5,0.13,,-1.1,-0.8,-1.8,0
240,Malcolm Hill,SG,26,ATL,3,46,19,0.871,0.625,0.5,4.8,9.4,7.1,2.9,4.3,1.9,0,9.3,,0.2,0.1,0.2,0.252,,0.3,3.5,3.8,0.1
240,Malcolm Hill,SF,26,CHI,15,154,11,0.571,0.714,0.238,6.6,12.3,9.5,3.5,0.6,1.1,4.1,13.9,,0.2,0.1,0.3,0.093,,-1.5,-2.1,-3.5,-0.1
241,Solomon Hill,PF,30,ATL,13,139,3.3,0.2,0.65,0,4.7,13.3,9,10.3,1.4,1.3,4.8,6.6,,-0.1,0.1,0,-0.006,,-5.1,1.1,-4,-0.1
242,Nate Hinton,SG,22,IND,2,2,-45.3,0,0,0,0,0,0,0,0,0,50,42.8,,-0.1,0,-0.1,-1.23,,-28.1,-14.5,-42.6,0
243,Jaylen Hoard,SF,22,OKC,5,148,18.9,0.588,0.319,0.277,12.3,23.9,18.1,10.8,1.3,1.9,8.7,16.8,,0.3,0.2,0.5,0.151,,1.6,-1.3,0.3,0.1
244,Aaron Holiday,PG,25,TOT,61,978,13.3,0.563,0.299,0.204,2.5,10.4,6.5,21.1,2.1,0.8,15.6,18.5,,0.8,0.9,1.7,0.082,,-1.4,0.4,-1,0.2
244,Aaron Holiday,PG,25,WAS,41,663,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.1,1.8,1.1,14.5,18,,0.1,0.4,0.5,0.039,,-2.4,0.3,-2.1,0
244,Aaron Holiday,PG,25,PHO,20,315,17.6,0.593,0.269,0.288,4.6,12.2,8.5,29.4,2.6,0,17.6,19.4,,0.6,0.5,1.1,0.172,,0.6,0.7,1.4,0.3
245,Jrue Holiday,PG,31,MIL,65,2181,19.9,0.594,0.336,0.191,3.4,10.9,7.3,31.6,2.4,1.3,15,23.6,,4.5,2.4,6.9,0.152,,3,0.3,3.2,2.9
246,Justin Holiday,SF-SG,32,TOT,72,2008,9.3,0.538,0.729,0.096,1.5,8.8,5.1,8.5,1.3,1.4,9.3,15.8,,0.6,0.6,1.2,0.03,,-1.5,-0.9,-2.4,-0.2
246,Justin Holiday,SF,32,IND,49,1416,10.3,0.568,0.734,0.09,1.4,9.3,5.3,8.8,1.2,1.1,9.3,15.9,,1.1,0.4,1.4,0.049,,-0.8,-0.9,-1.7,0.1
246,Justin Holiday,SG,32,SAC,23,592,6.8,0.464,0.718,0.112,1.8,7.6,4.7,7.6,1.4,2.2,9.2,15.8,,-0.4,0.2,-0.2,-0.015,,-3.2,-1.1,-4.2,-0.3
247,Richaun Holmes,C,28,SAC,45,1074,17.8,0.689,0.017,0.3,9.3,23,16.1,6.8,0.8,3.3,14.2,15.8,,2.4,0.9,3.2,0.145,,-0.4,-0.1,-0.5,0.4
248,Rodney Hood,SF-SG,29,TOT,50,685,6.9,0.477,0.574,0.11,2.4,8.9,5.7,6.8,1.1,0.8,6.3,10.9,,0.1,0.4,0.6,0.039,,-3.3,-0.3,-3.6,-0.3
248,Rodney Hood,SF,29,MIL,39,581,6.7,0.47,0.611,0.107,2.4,9.7,6.1,6.6,1,0.7,4.9,10.6,,0.1,0.4,0.5,0.042,,-3.3,-0.2,-3.5,-0.2
248,Rodney Hood,SG,29,LAC,11,104,7.6,0.513,0.375,0.125,2.1,5,3.6,7.9,1.4,1.6,13.6,12.4,,0,0.1,0.1,0.023,,-3.1,-1,-4.1,-0.1
249,Scotty Hopson,SG,32,OKC,1,18,0.1,0.5,0.25,0,0,5.8,2.9,8.2,0,0,33.3,14.4,,-0.1,0,0,-0.13,,-8.7,-2.9,-11.6,0
250,Al Horford,C,35,BOS,68,1981,16.7,0.571,0.471,0.169,6,22.2,14.3,16.5,1.2,4.2,9.5,14.8,,3.7,3.8,7.4,0.18,,1.4,2.8,4.3,3.1
251,Talen Horton-Tucker,SG,21,LAL,58,1463,10.9,0.507,0.34,0.222,2.6,10.9,6.8,14.6,1.9,1.7,12.6,19,,-0.2,1.2,1,0.032,,-3.2,-0.1,-3.3,-0.5
252,Danuel House Jr.,SF,28,TOT,40,676,10.7,0.563,0.598,0.261,2.8,13.6,8.3,8.8,1.3,2.1,12.8,15,,0.4,0.6,1,0.071,,-1.1,0,-1.1,0.2
252,Danuel House Jr.,SF,28,HOU,16,233,6.8,0.467,0.459,0.257,1.9,18.5,10.1,11.5,1,1.9,17.9,18.2,,-0.3,0.1,-0.2,-0.048,,-4.8,-0.7,-5.5,-0.2
252,Danuel House Jr.,SF,28,NYK,1,3,-13.4,0,1,0,0,0,0,0,0,0,0,14.6,,0,0,0,-0.344,,-12.6,-7.9,-20.5,0
252,Danuel House Jr.,SF,28,UTA,23,440,12.9,0.632,0.688,0.266,3.4,11.1,7.3,7.5,1.5,2.2,9,13.3,,0.8,0.5,1.3,0.137,,1,0.5,1.4,0.4
253,Dwight Howard,C,36,LAL,59,947,18.1,0.655,0.061,0.651,13.3,26.2,19.8,4.7,1.7,3.3,14.2,14.4,,2.1,1.3,3.4,0.172,,-0.3,-0.1,-0.4,0.4
254,Markus Howard,SG,22,DEN,30,152,14,0.557,0.738,0.179,0,6.4,3.3,6,2.6,0,7.2,28.2,,0,0.1,0.2,0.052,,0.2,-1.4,-1.2,0
255,Kevin Huerter,SG,23,ATL,72,2128,11.7,0.567,0.541,0.067,1.6,10.8,6.2,13,1.2,1.1,10.4,17.5,,1.7,0.9,2.6,0.058,,-0.6,-0.8,-1.4,0.3
256,Jay Huff,C,23,LAL,4,20,0.6,0,0.667,0,5.4,16.1,10.8,5.8,2.4,4.4,25,8.6,,-0.1,0,0,-0.118,,-8.3,0.9,-7.4,0
257,Elijah Hughes,SG-SF,23,TOT,34,384,6.1,0.438,0.669,0.055,1.7,13.3,7.4,7.8,1.5,1.5,9.1,16.2,,-0.4,0.2,-0.2,-0.024,,-4.7,-1.6,-6.3,-0.4
257,Elijah Hughes,SF,23,UTA,14,112,10.5,0.576,0.778,0.083,2,14.2,8.3,7.5,1.8,0.8,15.8,17.3,,0,0.1,0.1,0.061,,-1.1,-0.3,-1.5,0
257,Elijah Hughes,SG,23,POR,20,272,4.3,0.383,0.626,0.044,1.6,13,7.1,7.9,1.4,1.8,6.1,15.7,,-0.4,0.1,-0.3,-0.059,,-6.2,-2.1,-8.3,-0.4
258,De'Andre Hunter,SF,24,ATL,51,1519,10.9,0.547,0.341,0.29,1.9,10.5,6.2,6.4,1.2,1.2,9.3,19.9,,0.5,0.6,1.2,0.038,,-2.3,-1.4,-3.7,-0.6
259,Chandler Hutchison,SF,25,PHO,6,22,1,0.694,0,1,0,23.7,12.2,10.5,0,0,58.1,13.5,,-0.1,0,0,-0.085,,-8,-0.5,-8.5,0
260,Bones Hyland,PG,21,DEN,68,1286,14.3,0.558,0.628,0.219,1.3,14.3,8,20.9,1.6,1.2,12.1,23.7,,1.1,1.3,2.4,0.089,,0.2,-0.7,-0.5,0.5
261,Serge Ibaka,C-PF,32,TOT,53,866,14.3,0.575,0.337,0.151,7.5,22.2,15.1,8.5,0.6,3.3,12.2,17.8,,0.8,1.1,1.9,0.104,,-1.4,-0.2,-1.6,0.1
261,Serge Ibaka,C,32,LAC,35,538,14.9,0.567,0.323,0.151,8.1,21.1,14.8,10.3,0.6,4.1,13.9,19.4,,0.3,0.7,1,0.093,,-1.3,0.2,-1.1,0.1
261,Serge Ibaka,PF,32,MIL,18,328,13.2,0.592,0.364,0.152,6.6,24.1,15.5,5.6,0.6,2.1,8.7,15.1,,0.5,0.4,0.8,0.121,,-1.6,-1,-2.6,0
262,Andre Iguodala,SF,38,GSW,30,586,12.5,0.48,0.61,0.153,4,13.8,9,25.2,2.2,3.6,17.7,11.4,,0.5,1,1.6,0.128,,-0.7,3.6,2.9,0.7
263,Joe Ingles,SF,34,UTA,45,1122,10,0.551,0.789,0.077,1.2,11.2,6.4,19,1,0.4,13.5,13.2,,1.3,0.9,2.1,0.092,,-0.7,0.4,-0.3,0.5
264,Brandon Ingram,SF,24,NOP,55,1869,18.7,0.554,0.23,0.328,2,17.2,9.5,27.8,0.9,1.3,11.8,29.4,,2.6,1.4,4,0.102,,2.6,-0.6,2,1.9
265,Kyrie Irving,PG,29,BRK,27,1012,21.5,0.591,0.394,0.216,1.6,10.4,6.1,25.2,1.8,1.5,9.8,29.6,,2.3,0.8,3.1,0.147,,4.4,-1.3,3.1,1.3
266,Wes Iwundu,SF,27,ATL,3,82,7.2,0.557,0.278,0.222,4,13.2,8.7,0,0.6,0,4.8,11.1,,0.1,0,0.1,0.045,,-4.1,-2.7,-6.8,-0.1
267,Frank Jackson,PG,23,DET,51,1126,10.9,0.535,0.579,0.219,1.6,6.5,3.9,7.7,1.1,0.7,6.8,20.9,,0.5,0.4,0.9,0.037,,-1.5,-1.6,-3.2,-0.3
268,Isaiah Jackson,PF,20,IND,34,479,21.7,0.605,0.079,0.437,13.5,18.8,16.1,3.3,2.1,8.9,13.7,23.5,,0.7,0.7,1.4,0.137,,-1.1,0.1,-1,0.1
269,Jaren Jackson Jr.,PF,22,MEM,77,2105,17,0.534,0.386,0.328,5.8,16.6,11.1,5.9,1.7,7.3,9.8,25.5,,1.6,3.7,5.3,0.121,,-0.9,0.7,-0.1,1
270,Josh Jackson,SF,24,TOT,49,789,9.6,0.496,0.445,0.249,2.5,16.4,9.1,10.2,1.5,2.5,12.1,19.3,,-0.6,0.7,0.1,0.007,,-3.8,-0.3,-4.1,-0.4
270,Josh Jackson,SF,24,DET,39,707,9.9,0.501,0.45,0.223,2.5,17.1,9.4,10.7,1.5,2.3,12.1,19,,-0.4,0.6,0.2,0.014,,-3.5,-0.2,-3.7,-0.3
270,Josh Jackson,SF,24,SAC,10,82,7.2,0.456,0.4,0.467,2.6,10.8,6.6,5.2,1.8,4.2,12.1,21.5,,-0.1,0.1,-0.1,-0.049,,-6.4,-1.4,-7.8,-0.1
271,Justin Jackson,SF,26,TOT,7,37,7.7,0.472,0.6,0.133,3,16.9,10.1,7.1,0,0,5.9,19.7,,0,0,0,0.032,,-2.2,-1.1,-3.3,0
271,Justin Jackson,SF,26,BOS,1,2,22.8,0.532,0,2,0,0,0,0,0,0,0,41.5,,0,0,0,0.251,,1.9,-4.5,-2.6,0
271,Justin Jackson,SF,26,PHO,6,35,6.8,0.464,0.643,0,3.2,17.9,10.7,7.5,0,0,6.7,18.5,,0,0,0,0.019,,-2.5,-0.9,-3.4,0
272,Reggie Jackson,SG,31,LAC,74,2314,12.3,0.489,0.419,0.134,1.8,10.2,6.1,24.9,1.2,0.6,11.6,27.6,,-1.5,1.9,0.4,0.008,,-1.3,-1.6,-2.9,-0.5
273,LeBron James,SF,37,LAL,56,2084,26.2,0.619,0.367,0.275,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,,5.2,2.3,7.5,0.173,,6.8,0.8,7.6,5.1
274,DeJon Jarreau,SG,24,IND,1,1,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.02,,-6.5,-1.5,-8,0
275,DaQuan Jeffries,SG,24,MEM,3,9,8.4,0.5,0.5,0,0,23.8,11.6,14.1,0,0,0,9.1,,0,0,0,0.1,,-5.8,0.9,-5,0
276,Ty Jerome,SG,24,OKC,48,801,11.3,0.488,0.567,0.143,2.4,7.7,5,21.3,1.8,0.6,9.6,20.8,,0,0.6,0.6,0.035,,-2.2,-0.1,-2.3,-0.1
277,Isaiah Joe,SG,22,PHI,53,572,7.8,0.52,0.764,0.176,1.2,8.6,5,8.1,1,0.5,8.3,15.2,,0.1,0.4,0.5,0.039,,-3,-1.4,-4.4,-0.4
278,Alize Johnson,PF,25,TOT,23,167,10.7,0.463,0.103,0.308,18.7,22,20.4,7.1,1.5,0,21.3,14.8,,0,0.2,0.1,0.043,,-3.6,-1.8,-5.5,-0.1
278,Alize Johnson,PF,25,CHI,16,121,10.2,0.537,0.087,0.304,14.9,18.4,16.7,8.6,1.2,0,23.5,12.4,,0.1,0.1,0.2,0.065,,-3.4,-0.6,-4.1,-0.1
278,Alize Johnson,PF,25,WAS,3,18,5.7,0.311,0.333,0.167,31.3,42.3,36.9,0,0,0,31.8,23.3,,-0.1,0,-0.1,-0.182,,-7.7,-8.3,-16,-0.1
278,Alize Johnson,PF,25,NOP,4,28,15.9,0.383,0,0.4,27.1,24.1,25.7,4.9,3.5,0,7.8,19.6,,0,0,0.1,0.091,,-1.8,-3,-4.8,0
279,B.J. Johnson,SF,26,ORL,4,65,12.1,0.52,0.4,0,9.7,14.7,12.2,0,0,1.4,0,16.6,,0.1,0,0.1,0.064,,-0.7,-4,-4.6,0
280,Cameron Johnson,PF,25,PHO,64,1685,15.2,0.626,0.649,0.187,2.6,13.7,8.3,7.6,1.6,0.8,6.6,17.6,,3.1,2.4,5.5,0.157,,2.1,0.7,2.7,2
281,David Johnson,SG,20,TOR,2,2,-20,0,1,0,0,0,0,0,0,0,0,21.4,,0,0,0,-0.495,,-19,-8.7,-27.7,0
282,Jalen Johnson,PF,20,ATL,21,118,11.5,0.59,0.317,0.171,1.9,22.1,12,3.8,1.2,1.5,17,19.7,,-0.1,0.1,0,0.013,,-3.9,-1,-4.9,-0.1
283,James Johnson,PF,34,BRK,62,1191,10.3,0.513,0.277,0.179,4.8,14.6,9.8,14.6,1.2,2.6,12.7,13.7,,0.6,1.1,1.7,0.068,,-2.8,0.5,-2.2,-0.1
284,Joe Johnson,SG,40,BOS,1,2,38.8,1,0,0,0,0,0,0,0,0,0,22.1,,0,0,0,0.335,,12.1,2.8,14.9,0
285,Keldon Johnson,SF,22,SAS,74,2358,15.1,0.574,0.396,0.229,3.5,16.6,10,9.4,1.1,0.5,7.8,21.2,,2.9,1.9,4.8,0.098,,0.7,-1.2,-0.5,0.9
286,Keon Johnson,SG,19,TOT,35,631,9.4,0.468,0.37,0.183,4.1,9.5,6.7,15.2,1.9,1.7,13.1,21,,-0.5,0.3,-0.2,-0.017,,-3.3,-2,-5.3,-0.5
286,Keon Johnson,SG,19,LAC,15,135,9.4,0.44,0.216,0.412,4.8,11.5,8.2,13.8,2.5,1.3,10.4,21.9,,-0.1,0.2,0,0.015,,-6,0.2,-5.8,-0.1
286,Keon Johnson,SG,19,POR,20,496,9.4,0.477,0.41,0.123,3.9,8.9,6.3,15.6,1.7,1.8,13.8,20.8,,-0.4,0.1,-0.3,-0.025,,-2.6,-2.6,-5.2,-0.4
287,Stanley Johnson,PF,25,LAL,46,1016,10.3,0.56,0.425,0.279,3.3,11.4,7.4,10.1,2,1.2,11.2,12.1,,0.8,0.8,1.6,0.077,,-3,0.3,-2.6,-0.2
288,Tyler Johnson,PG,29,TOT,6,91,7.1,0.425,0.65,0,3.5,10.7,7.1,9.5,1.6,2.8,9.1,10.5,,0,0.1,0.1,0.034,,-3.9,0.8,-3,0
288,Tyler Johnson,PG,29,PHI,3,38,9.4,0.55,0.7,0,3,14.4,8.8,7.5,1.3,2.4,9.1,13,,0,0,0.1,0.072,,-2.5,0.5,-2,0
288,Tyler Johnson,PG,29,SAS,3,53,5.5,0.3,0.6,0,3.9,8,5.9,11,1.8,3.2,9.1,8.7,,0,0,0,0.007,,-4.9,1.1,-3.8,0
289,Nikola Jokić,C,26,DEN,74,2476,32.9,0.661,0.22,0.357,9.6,35.5,23,42.7,2.2,2.3,15.6,31.9,,10.8,4.5,15.4,0.298,,9.2,4.5,13.7,9.8
290,Carlik Jones,PG,24,TOT,5,23,-1.7,0.202,0.111,0.222,4.8,9.7,7.2,26.7,2.2,0,23.3,25.1,,-0.2,0,-0.1,-0.287,,-11.3,-4.2,-15.5,-0.1
290,Carlik Jones,PG,24,DAL,3,19,-4,0.127,0.143,0.286,5.8,11.7,8.8,32.4,2.7,0,27.6,25.8,,-0.2,0,-0.1,-0.341,,-13.1,-4.3,-17.4,-0.1
290,Carlik Jones,PG,24,DEN,2,4,8.9,0.5,0,0,0,0,0,0,0,0,0,22,,0,0,0,-0.029,,-2.9,-3.7,-6.7,0
291,Damian Jones,C,26,SAC,54,958,18.2,0.699,0.104,0.476,8.2,18.8,13.4,10,1.1,4.1,15.2,16,,2.3,0.8,3.1,0.157,,-0.3,0.4,0.1,0.5
292,Derrick Jones Jr.,PF,24,CHI,49,852,12.9,0.625,0.316,0.353,7.5,13.8,10.7,4.4,1.3,3.3,11.1,12.6,,1.3,0.8,2.1,0.119,,-1.6,0.6,-1,0.2
293,Herbert Jones,PF,23,NOP,77,2318,12.3,0.573,0.294,0.285,4.5,9.6,7,10.1,2.7,2.5,13.4,13.8,,2.1,2.6,4.7,0.098,,-2,1.5,-0.5,0.9
294,Jemerrio Jones,SF,26,LAL,2,15,14.8,0.667,0,0,14.4,7.1,10.8,0,3.2,0,0,8.6,,0,0,0.1,0.169,,-1.1,0.1,-1,0
295,Kai Jones,C,21,CHO,20,60,8.4,0.628,0.143,0.571,5.2,14.3,9.7,9.2,0.8,0,25.5,16.6,,0,0,0,-0.001,,-5.5,-2.4,-7.9,-0.1
